Role,Name,Start,End,Count
Immigration,Immigration,1856-01-02,1856-12-31,1
 • Migration • ,Migration,1836-01-02,1836-12-31,2
 • Migration • ,Migration,1841-01-02,1841-12-31,1
 • Migration • ,Migration,1856-01-02,1856-12-31,1
 • Literature • ,Speeches,1834-01-02,1834-12-31,0
 • Literature • ,Speeches,1836-01-02,1836-12-31,0
 • Literature • ,Literature,1834-01-02,1834-12-31
Speeches,Speeches,1834-01-02,1834-12-31,2
Speeches,Speeches,1836-01-02,1836-12-31,1
 • Literature • ,Literature,1836-01-02,1836-12-31,1
 • Law • ,Private Practice,1802-01-02,1802-12-31,0
 • Law • ,Private Practice,1809-01-02,1809-12-31,0
 • Law • ,Private Practice,1811-01-02,1814-12-31,0
 • Law • ,Private Practice,1816-01-02,1817-12-31,0
 • Law • ,Private Practice,1819-01-02,1822-12-31,0
 • Law • ,Private Practice,1824-01-02,1826-12-31,0
 • Law • ,Private Practice,1828-01-02,1830-12-31,0
 • Law • ,Private Practice,1832-01-02,1836-12-31,0
 • Law • ,Private Practice,1841-01-02,1841-12-31,0
 • Law • ,Supreme Court,1830-01-02,1834-12-31,0
 • Law • ,Supreme Court,1836-01-02,1841-12-31,0
 • Law • ,Supreme Court,1843-01-02,1851-12-31,0
 • Law • ,Supreme Court,1854-01-02,1864-12-31,0
 • Law • ,Supreme Court,1866-01-02,1866-12-31,0
 • Law • ,Circuit Court,1831-01-02,1834-12-31,0
 • Law • ,Circuit Court,1836-01-02,1839-12-31,0
 • Law • ,Circuit Court,1841-01-02,1844-12-31,0
 • Law • ,Circuit Court,1847-01-02,1848-12-31,0
 • Law • ,Circuit Court,1854-01-02,1864-12-31,0
 • Law • ,Constitutional Interpretation,1832-01-02,1832-12-31,0
 • Law • ,Constitutional Interpretation,1834-01-02,1834-12-31,0
 • Law • ,Constitutional Interpretation,1844-01-02,1844-12-31,0
 • Law • ,Constitutional Interpretation,1863-01-02,1864-12-31,0
 • Law • ,Judicial Philosophy,1832-01-02,1832-12-31,0
 • Law • ,Judicial Philosophy,1835-01-02,1837-12-31,0
 • Law • ,Judicial Philosophy,1843-01-02,1844-12-31,0
 • Law • ,Judicial Philosophy,1847-01-02,1847-12-31,0
 • Law • ,Judicial Philosophy,1861-01-02,1861-12-31,0
 • Law • ,Judicial Philosophy,1864-01-02,1864-12-31,0
 • Law • ,Rule of Law,1832-01-02,1833-12-31,0
 • Law • ,Rule of Law,1855-01-02,1855-12-31,0
 • Law • ,Emancipation,1833-01-02,1833-12-31,0
 • Law • ,Nullification,1833-01-02,1833-12-31,0
 • Law • ,Nullification,1841-01-02,1841-12-31,0
 • Law • ,Nullification,1849-01-02,1849-12-31,0
 • Law • ,Alien and Sedition Acts,1849-01-02,1849-12-31,0
 • Law • ,Alien and Sedition Acts,1860-01-02,1860-12-31,0
 • Law • ,Dred Scott v. Sandford,1857-01-02,1857-12-31,0
 • Law • ,Dred Scott v. Sandford,1861-01-02,1861-12-31,0
 • Law • ,Dred Scott v. Sandford,1863-01-02,1863-12-31,0
 • Law • ,Dred Scott v. Sandford,1866-01-02,1866-12-31,0
 • Law • ,Habeas Corpus,1861-01-02,1861-12-31,0
 • Law • ,Habeas Corpus,1863-01-02,1863-12-31,0
 • Law • ,Law,1802-01-02,1802-12-31
Private Practice,Private Practice,1802-01-02,1802-12-31,1
Private Practice,Private Practice,1809-01-02,1809-12-31,1
Private Practice,Private Practice,1811-01-02,1814-12-31,8
Private Practice,Private Practice,1816-01-02,1817-12-31,4
Private Practice,Private Practice,1819-01-02,1822-12-31,5
Private Practice,Private Practice,1824-01-02,1826-12-31,8
Private Practice,Private Practice,1828-01-02,1830-12-31,6
Private Practice,Private Practice,1832-01-02,1836-12-31,16
Private Practice,Private Practice,1841-01-02,1841-12-31,1
Supreme Court,Supreme Court,1830-01-02,1834-12-31,22
Supreme Court,Supreme Court,1836-01-02,1841-12-31,30
Supreme Court,Supreme Court,1843-01-02,1851-12-31,45
Supreme Court,Supreme Court,1854-01-02,1864-12-31,71
Supreme Court,Supreme Court,1866-01-02,1866-12-31,1
Circuit Court,Circuit Court,1831-01-02,1834-12-31,4
Circuit Court,Circuit Court,1836-01-02,1839-12-31,12
Circuit Court,Circuit Court,1841-01-02,1844-12-31,9
Circuit Court,Circuit Court,1847-01-02,1848-12-31,9
Circuit Court,Circuit Court,1854-01-02,1864-12-31,32
Constitutional Interpretation,Constitutional Interpretation,1832-01-02,1832-12-31,1
Constitutional Interpretation,Constitutional Interpretation,1834-01-02,1834-12-31,1
Constitutional Interpretation,Constitutional Interpretation,1844-01-02,1844-12-31,1
Constitutional Interpretation,Constitutional Interpretation,1863-01-02,1864-12-31,2
Judicial Philosophy,Judicial Philosophy,1832-01-02,1832-12-31,3
Judicial Philosophy,Judicial Philosophy,1835-01-02,1837-12-31,5
Judicial Philosophy,Judicial Philosophy,1843-01-02,1844-12-31,3
Judicial Philosophy,Judicial Philosophy,1847-01-02,1847-12-31,1
Judicial Philosophy,Judicial Philosophy,1861-01-02,1861-12-31,2
Judicial Philosophy,Judicial Philosophy,1864-01-02,1864-12-31,1
Rule of Law,Rule of Law,1832-01-02,1833-12-31,9
Rule of Law,Rule of Law,1855-01-02,1855-12-31,1
Emancipation,Emancipation,1833-01-02,1833-12-31,1
Nullification,Nullification,1833-01-02,1833-12-31,5
Nullification,Nullification,1841-01-02,1841-12-31,1
Nullification,Nullification,1849-01-02,1849-12-31,1
Alien and Sedition Acts,Alien and Sedition Acts,1849-01-02,1849-12-31,1
Alien and Sedition Acts,Alien and Sedition Acts,1860-01-02,1860-12-31,1
Dred Scott v. Sandford,Dred Scott v. Sandford,1857-01-02,1857-12-31,1
Dred Scott v. Sandford,Dred Scott v. Sandford,1861-01-02,1861-12-31,1
Dred Scott v. Sandford,Dred Scott v. Sandford,1863-01-02,1863-12-31,1
Dred Scott v. Sandford,Dred Scott v. Sandford,1866-01-02,1866-12-31,1
Habeas Corpus,Habeas Corpus,1861-01-02,1861-12-31,1
Habeas Corpus,Habeas Corpus,1863-01-02,1863-12-31,1
 • Law • ,Law,1809-01-02,1809-12-31,1
 • Law • ,Law,1811-01-02,1814-12-31,8
 • Law • ,Law,1816-01-02,1817-12-31,4
 • Law • ,Law,1819-01-02,1822-12-31,5
 • Law • ,Law,1824-01-02,1826-12-31,8
 • Law • ,Law,1828-01-02,1851-12-31,261
 • Law • ,Law,1854-01-02,1864-12-31,119
 • Law • ,Law,1866-01-02,1866-12-31,2
 • Personal Relationships • ,Marriage,1860-01-02,1860-12-31,0
 • Personal Relationships • ,Personal Relationships,1860-01-02,1860-12-31
Marriage,Marriage,1860-01-02,1860-12-31,1
 • Science and Technology • ,Patents,1833-01-02,1834-12-31,0
 • Science and Technology • ,Patents,1851-01-02,1851-12-31,0
 • Science and Technology • ,"Topic, Science and Technology",1833-01-02,1833-12-31,0
 • Science and Technology • ,Science and Technology,1833-01-02,1834-12-31
Patents,Patents,1833-01-02,1834-12-31,2
Patents,Patents,1851-01-02,1851-12-31,1
"Topic, Science and Technology","Topic, Science and Technology",1833-01-02,1833-12-31,1
 • Science and Technology • ,Science and Technology,1851-01-02,1851-12-31,1
 • Travel and Transportation • ,"Travel and Touring, US",1810-01-02,1810-12-31,0
 • Travel and Transportation • ,"Travel and Touring, US",1817-01-02,1820-12-31,0
 • Travel and Transportation • ,"Travel and Touring, US",1822-01-02,1823-12-31,0
 • Travel and Transportation • ,"Travel and Touring, US",1825-01-02,1825-12-31,0
 • Travel and Transportation • ,"Travel and Touring, US",1827-01-02,1827-12-31,0
 • Travel and Transportation • ,"Travel and Touring, US",1829-01-02,1841-12-31,0
 • Travel and Transportation • ,"Travel and Touring, US",1843-01-02,1852-12-31,0
 • Travel and Transportation • ,"Travel and Touring, US",1854-01-02,1864-12-31,0
 • Travel and Transportation • ,Railroads,1832-01-02,1835-12-31,0
 • Travel and Transportation • ,Railroads,1843-01-02,1843-12-31,0
 • Travel and Transportation • ,Railroads,1849-01-02,1849-12-31,0
 • Travel and Transportation • ,Railroads,1857-01-02,1857-12-31,0
 • Travel and Transportation • ,Railroads,1859-01-02,1860-12-31,0
 • Travel and Transportation • ,Railroads,1862-01-02,1862-12-31,0
 • Travel and Transportation • ,Travel and Transportation,1810-01-02,1810-12-31
"Travel and Touring, US","Travel and Touring, US",1810-01-02,1810-12-31,1
"Travel and Touring, US","Travel and Touring, US",1817-01-02,1820-12-31,4
"Travel and Touring, US","Travel and Touring, US",1822-01-02,1823-12-31,3
"Travel and Touring, US","Travel and Touring, US",1825-01-02,1825-12-31,4
"Travel and Touring, US","Travel and Touring, US",1827-01-02,1827-12-31,2
"Travel and Touring, US","Travel and Touring, US",1829-01-02,1841-12-31,73
"Travel and Touring, US","Travel and Touring, US",1843-01-02,1852-12-31,36
"Travel and Touring, US","Travel and Touring, US",1854-01-02,1864-12-31,65
Railroads,Railroads,1832-01-02,1835-12-31,12
Railroads,Railroads,1843-01-02,1843-12-31,2
Railroads,Railroads,1849-01-02,1849-12-31,1
Railroads,Railroads,1857-01-02,1857-12-31,1
Railroads,Railroads,1859-01-02,1860-12-31,3
Railroads,Railroads,1862-01-02,1862-12-31,2
 • Travel and Transportation • ,Travel and Transportation,1817-01-02,1820-12-31,5
 • Travel and Transportation • ,Travel and Transportation,1822-01-02,1823-12-31,3
 • Travel and Transportation • ,Travel and Transportation,1825-01-02,1825-12-31,4
 • Travel and Transportation • ,Travel and Transportation,1827-01-02,1827-12-31,2
 • Travel and Transportation • ,Travel and Transportation,1829-01-02,1841-12-31,102
 • Travel and Transportation • ,Travel and Transportation,1843-01-02,1852-12-31,40
 • Travel and Transportation • ,Travel and Transportation,1854-01-02,1864-12-31,71
 • Indigenous Peoples • ,Native Americans,1832-01-02,1834-12-31,0
 • Indigenous Peoples • ,Indigenous Peoples,1832-01-02,1834-12-31
Native Americans,Native Americans,1832-01-02,1834-12-31,6
 • Identity • ,Catholicism,1823-01-02,1823-12-31,0
 • Identity • ,Catholicism,1833-01-02,1833-12-31,0
 • Identity • ,Catholicism,1835-01-02,1835-12-31,0
 • Identity • ,Catholicism,1845-01-02,1846-12-31,0
 • Identity • ,Catholicism,1856-01-02,1856-12-31,0
 • Identity • ,Catholicism,1860-01-02,1860-12-31,0
 • Identity • ,Catholicism,1862-01-02,1864-12-31,0
 • Identity • ,Sectionalism,1832-01-02,1834-12-31,0
 • Identity • ,Sectionalism,1839-01-02,1839-12-31,0
 • Identity • ,Sectionalism,1849-01-02,1849-12-31,0
 • Identity • ,Sectionalism,1856-01-02,1856-12-31,0
 • Identity • ,Character,1833-01-02,1834-12-31,0
 • Identity • ,Character,1838-01-02,1838-12-31,0
 • Identity • ,Character,1855-01-02,1855-12-31,0
 • Identity • ,Character,1861-01-02,1861-12-31,0
 • Identity • ,Disinterestedness,1833-01-02,1833-12-31,0
 • Identity • ,Disinterestedness,1835-01-02,1837-12-31,0
 • Identity • ,Disinterestedness,1861-01-02,1861-12-31,0
 • Identity • ,Personal Habits,1835-01-02,1837-12-31,0
 • Identity • ,Personal Habits,1843-01-02,1843-12-31,0
 • Identity • ,Personal Habits,1845-01-02,1846-12-31,0
 • Identity • ,Personal Habits,1849-01-02,1849-12-31,0
 • Identity • ,Personal Habits,1853-01-02,1853-12-31,0
 • Identity • ,Personal Habits,1855-01-02,1856-12-31,0
 • Identity • ,Personal Habits,1860-01-02,1864-12-31,0
 • Identity • ,"South, The",1855-01-02,1856-12-31,0
 • Identity • ,Identity,1823-01-02,1823-12-31
Catholicism,Catholicism,1823-01-02,1823-12-31,1
Catholicism,Catholicism,1833-01-02,1833-12-31,1
Catholicism,Catholicism,1835-01-02,1835-12-31,1
Catholicism,Catholicism,1845-01-02,1846-12-31,2
Catholicism,Catholicism,1856-01-02,1856-12-31,1
Catholicism,Catholicism,1860-01-02,1860-12-31,1
Catholicism,Catholicism,1862-01-02,1864-12-31,4
Sectionalism,Sectionalism,1832-01-02,1834-12-31,4
Sectionalism,Sectionalism,1839-01-02,1839-12-31,1
Sectionalism,Sectionalism,1849-01-02,1849-12-31,1
Sectionalism,Sectionalism,1856-01-02,1856-12-31,2
Character,Character,1833-01-02,1834-12-31,7
Character,Character,1838-01-02,1838-12-31,1
Character,Character,1855-01-02,1855-12-31,1
Character,Character,1861-01-02,1861-12-31,1
Disinterestedness,Disinterestedness,1833-01-02,1833-12-31,2
Disinterestedness,Disinterestedness,1835-01-02,1837-12-31,8
Disinterestedness,Disinterestedness,1861-01-02,1861-12-31,2
Personal Habits,Personal Habits,1835-01-02,1837-12-31,3
Personal Habits,Personal Habits,1843-01-02,1843-12-31,1
Personal Habits,Personal Habits,1845-01-02,1846-12-31,3
Personal Habits,Personal Habits,1849-01-02,1849-12-31,1
Personal Habits,Personal Habits,1853-01-02,1853-12-31,1
Personal Habits,Personal Habits,1855-01-02,1856-12-31,3
Personal Habits,Personal Habits,1860-01-02,1864-12-31,37
"South, The","South, The",1855-01-02,1856-12-31,2
 • Identity • ,Identity,1832-01-02,1834-12-31,14
 • Identity • ,Identity,1835-01-02,1837-12-31,12
 • Identity • ,Identity,1838-01-02,1838-12-31,1
 • Identity • ,Identity,1839-01-02,1839-12-31,1
 • Identity • ,Identity,1843-01-02,1843-12-31,1
 • Identity • ,Identity,1845-01-02,1846-12-31,5
 • Identity • ,Identity,1849-01-02,1849-12-31,2
 • Identity • ,Identity,1853-01-02,1853-12-31,1
 • Identity • ,Identity,1855-01-02,1856-12-31,9
 • Identity • ,Identity,1860-01-02,1864-12-31,45
